person_id,eye_type,ear_value_left,ear_value_right,mode_eyes
0,0.373,0.381,0.1348333333333333,0.14066666666666666,Round
0,0.371,0.379,0.1348333333333333,0.14066666666666666,Round
0,0.370,0.377,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.370,0.1348333333333333,0.14066666666666666,Round
0,0.295,0.295,0.1348333333333333,0.14066666666666666,Round
0,0.211,0.200,0.1348333333333333,0.14066666666666666,Round
0,0.205,0.194,0.1348333333333333,0.14066666666666666,Round
0,0.197,0.184,0.1348333333333333,0.14066666666666666,Round
0,0.194,0.182,0.1348333333333333,0.14066666666666666,Round
0,0.199,0.188,0.1348333333333333,0.14066666666666666,Round
0,0.210,0.200,0.1348333333333333,0.14066666666666666,Round
0,0.204,0.192,0.1348333333333333,0.14066666666666666,Round
0,0.205,0.195,0.1348333333333333,0.14066666666666666,Round
0,0.211,0.200,0.1348333333333333,0.14066666666666666,Round
0,0.198,0.184,0.1348333333333333,0.14066666666666666,Round
0,0.219,0.209,0.1348333333333333,0.14066666666666666,Round
0,0.205,0.192,0.1348333333333333,0.14066666666666666,Round
0,0.211,0.199,0.1348333333333333,0.14066666666666666,Round
0,0.210,0.196,0.1348333333333333,0.14066666666666666,Round
0,0.227,0.219,0.1348333333333333,0.14066666666666666,Round
0,0.248,0.242,0.1348333333333333,0.14066666666666666,Round
0,0.269,0.271,0.1348333333333333,0.14066666666666666,Round
0,0.314,0.316,0.1348333333333333,0.14066666666666666,Round
0,0.341,0.349,0.1348333333333333,0.14066666666666666,Round
0,0.364,0.368,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.366,0.1348333333333333,0.14066666666666666,Round
0,0.363,0.372,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.375,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.372,0.1348333333333333,0.14066666666666666,Round
0,0.367,0.376,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.370,0.1348333333333333,0.14066666666666666,Round
0,0.362,0.370,0.1348333333333333,0.14066666666666666,Round
0,0.298,0.302,0.1348333333333333,0.14066666666666666,Round
0,0.230,0.221,0.1348333333333333,0.14066666666666666,Round
0,0.200,0.188,0.1348333333333333,0.14066666666666666,Round
0,0.199,0.185,0.1348333333333333,0.14066666666666666,Round
0,0.187,0.174,0.1348333333333333,0.14066666666666666,Round
0,0.204,0.189,0.1348333333333333,0.14066666666666666,Round
0,0.206,0.193,0.1348333333333333,0.14066666666666666,Round
0,0.204,0.192,0.1348333333333333,0.14066666666666666,Round
0,0.201,0.190,0.1348333333333333,0.14066666666666666,Round
0,0.188,0.173,0.1348333333333333,0.14066666666666666,Round
0,0.199,0.188,0.1348333333333333,0.14066666666666666,Round
0,0.211,0.197,0.1348333333333333,0.14066666666666666,Round
0,0.198,0.191,0.1348333333333333,0.14066666666666666,Round
0,0.215,0.204,0.1348333333333333,0.14066666666666666,Round
0,0.230,0.224,0.1348333333333333,0.14066666666666666,Round
0,0.258,0.253,0.1348333333333333,0.14066666666666666,Round
0,0.285,0.285,0.1348333333333333,0.14066666666666666,Round
0,0.319,0.322,0.1348333333333333,0.14066666666666666,Round
0,0.313,0.315,0.1348333333333333,0.14066666666666666,Round
0,0.349,0.353,0.1348333333333333,0.14066666666666666,Round
0,0.353,0.357,0.1348333333333333,0.14066666666666666,Round
0,0.352,0.359,0.1348333333333333,0.14066666666666666,Round
0,0.362,0.371,0.1348333333333333,0.14066666666666666,Round
0,0.369,0.375,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.371,0.1348333333333333,0.14066666666666666,Round
0,0.364,0.370,0.1348333333333333,0.14066666666666666,Round
0,0.367,0.377,0.1348333333333333,0.14066666666666666,Round
0,0.376,0.384,0.1348333333333333,0.14066666666666666,Round
0,0.376,0.386,0.1348333333333333,0.14066666666666666,Round
0,0.374,0.388,0.1348333333333333,0.14066666666666666,Round
0,0.373,0.381,0.1348333333333333,0.14066666666666666,Round
0,0.370,0.377,0.1348333333333333,0.14066666666666666,Round
0,0.366,0.376,0.1348333333333333,0.14066666666666666,Round
0,0.243,0.239,0.1348333333333333,0.14066666666666666,Round
0,0.193,0.182,0.1348333333333333,0.14066666666666666,Round
0,0.196,0.181,0.1348333333333333,0.14066666666666666,Round
0,0.206,0.192,0.1348333333333333,0.14066666666666666,Round
0,0.205,0.191,0.1348333333333333,0.14066666666666666,Round
0,0.205,0.197,0.1348333333333333,0.14066666666666666,Round
0,0.193,0.184,0.1348333333333333,0.14066666666666666,Round
0,0.218,0.205,0.1348333333333333,0.14066666666666666,Round
0,0.202,0.192,0.1348333333333333,0.14066666666666666,Round
0,0.202,0.191,0.1348333333333333,0.14066666666666666,Round
0,0.194,0.182,0.1348333333333333,0.14066666666666666,Round
0,0.199,0.186,0.1348333333333333,0.14066666666666666,Round
0,0.212,0.201,0.1348333333333333,0.14066666666666666,Round
0,0.231,0.222,0.1348333333333333,0.14066666666666666,Round
0,0.277,0.275,0.1348333333333333,0.14066666666666666,Round
0,0.301,0.301,0.1348333333333333,0.14066666666666666,Round
0,0.302,0.304,0.1348333333333333,0.14066666666666666,Round
0,0.343,0.345,0.1348333333333333,0.14066666666666666,Round
0,0.364,0.370,0.1348333333333333,0.14066666666666666,Round
0,0.369,0.374,0.1348333333333333,0.14066666666666666,Round
0,0.367,0.372,0.1348333333333333,0.14066666666666666,Round
0,0.372,0.379,0.1348333333333333,0.14066666666666666,Round
0,0.371,0.378,0.1348333333333333,0.14066666666666666,Round
0,0.372,0.378,0.1348333333333333,0.14066666666666666,Round
0,0.359,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.368,0.377,0.1348333333333333,0.14066666666666666,Round
0,0.368,0.372,0.1348333333333333,0.14066666666666666,Round
0,0.370,0.376,0.1348333333333333,0.14066666666666666,Round
0,0.363,0.374,0.1348333333333333,0.14066666666666666,Round
0,0.375,0.383,0.1348333333333333,0.14066666666666666,Round
0,0.378,0.388,0.1348333333333333,0.14066666666666666,Round
0,0.380,0.387,0.1348333333333333,0.14066666666666666,Round
0,0.385,0.391,0.1348333333333333,0.14066666666666666,Round
0,0.380,0.390,0.1348333333333333,0.14066666666666666,Round
0,0.382,0.389,0.1348333333333333,0.14066666666666666,Round
0,0.383,0.393,0.1348333333333333,0.14066666666666666,Round
0,0.380,0.389,0.1348333333333333,0.14066666666666666,Round
0,0.386,0.397,0.1348333333333333,0.14066666666666666,Round
0,0.388,0.400,0.1348333333333333,0.14066666666666666,Round
0,0.381,0.392,0.1348333333333333,0.14066666666666666,Round
0,0.384,0.392,0.1348333333333333,0.14066666666666666,Round
0,0.368,0.381,0.1348333333333333,0.14066666666666666,Round
0,0.366,0.373,0.1348333333333333,0.14066666666666666,Round
0,0.345,0.352,0.1348333333333333,0.14066666666666666,Round
0,0.344,0.350,0.1348333333333333,0.14066666666666666,Round
0,0.351,0.356,0.1348333333333333,0.14066666666666666,Round
0,0.304,0.307,0.1348333333333333,0.14066666666666666,Round
0,0.232,0.223,0.1348333333333333,0.14066666666666666,Round
0,0.205,0.193,0.1348333333333333,0.14066666666666666,Round
0,0.195,0.179,0.1348333333333333,0.14066666666666666,Round
0,0.189,0.173,0.1348333333333333,0.14066666666666666,Round
0,0.198,0.184,0.1348333333333333,0.14066666666666666,Round
0,0.198,0.186,0.1348333333333333,0.14066666666666666,Round
0,0.188,0.173,0.1348333333333333,0.14066666666666666,Round
0,0.204,0.190,0.1348333333333333,0.14066666666666666,Round
0,0.199,0.186,0.1348333333333333,0.14066666666666666,Round
0,0.211,0.198,0.1348333333333333,0.14066666666666666,Round
0,0.194,0.181,0.1348333333333333,0.14066666666666666,Round
0,0.201,0.188,0.1348333333333333,0.14066666666666666,Round
0,0.201,0.189,0.1348333333333333,0.14066666666666666,Round
0,0.207,0.197,0.1348333333333333,0.14066666666666666,Round
0,0.202,0.188,0.1348333333333333,0.14066666666666666,Round
0,0.200,0.187,0.1348333333333333,0.14066666666666666,Round
0,0.206,0.196,0.1348333333333333,0.14066666666666666,Round
0,0.219,0.209,0.1348333333333333,0.14066666666666666,Round
0,0.246,0.245,0.1348333333333333,0.14066666666666666,Round
0,0.264,0.260,0.1348333333333333,0.14066666666666666,Round
0,0.316,0.317,0.1348333333333333,0.14066666666666666,Round
0,0.329,0.329,0.1348333333333333,0.14066666666666666,Round
0,0.339,0.343,0.1348333333333333,0.14066666666666666,Round
0,0.341,0.347,0.1348333333333333,0.14066666666666666,Round
0,0.350,0.354,0.1348333333333333,0.14066666666666666,Round
0,0.357,0.364,0.1348333333333333,0.14066666666666666,Round
0,0.355,0.361,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.355,0.362,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.364,0.1348333333333333,0.14066666666666666,Round
0,0.357,0.368,0.1348333333333333,0.14066666666666666,Round
0,0.359,0.363,0.1348333333333333,0.14066666666666666,Round
0,0.327,0.326,0.1348333333333333,0.14066666666666666,Round
0,0.232,0.222,0.1348333333333333,0.14066666666666666,Round
0,0.199,0.182,0.1348333333333333,0.14066666666666666,Round
0,0.196,0.184,0.1348333333333333,0.14066666666666666,Round
0,0.213,0.199,0.1348333333333333,0.14066666666666666,Round
0,0.192,0.178,0.1348333333333333,0.14066666666666666,Round
0,0.200,0.185,0.1348333333333333,0.14066666666666666,Round
0,0.213,0.201,0.1348333333333333,0.14066666666666666,Round
0,0.220,0.211,0.1348333333333333,0.14066666666666666,Round
0,0.250,0.243,0.1348333333333333,0.14066666666666666,Round
0,0.251,0.251,0.1348333333333333,0.14066666666666666,Round
0,0.279,0.276,0.1348333333333333,0.14066666666666666,Round
0,0.305,0.306,0.1348333333333333,0.14066666666666666,Round
0,0.329,0.331,0.1348333333333333,0.14066666666666666,Round
0,0.336,0.341,0.1348333333333333,0.14066666666666666,Round
0,0.334,0.340,0.1348333333333333,0.14066666666666666,Round
0,0.342,0.347,0.1348333333333333,0.14066666666666666,Round
0,0.343,0.350,0.1348333333333333,0.14066666666666666,Round
0,0.349,0.353,0.1348333333333333,0.14066666666666666,Round
0,0.348,0.354,0.1348333333333333,0.14066666666666666,Round
0,0.355,0.363,0.1348333333333333,0.14066666666666666,Round
0,0.360,0.367,0.1348333333333333,0.14066666666666666,Round
0,0.354,0.360,0.1348333333333333,0.14066666666666666,Round
0,0.367,0.373,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.352,0.357,0.1348333333333333,0.14066666666666666,Round
0,0.362,0.368,0.1348333333333333,0.14066666666666666,Round
0,0.367,0.372,0.1348333333333333,0.14066666666666666,Round
0,0.369,0.374,0.1348333333333333,0.14066666666666666,Round
0,0.374,0.381,0.1348333333333333,0.14066666666666666,Round
0,0.356,0.362,0.1348333333333333,0.14066666666666666,Round
0,0.241,0.238,0.1348333333333333,0.14066666666666666,Round
0,0.203,0.186,0.1348333333333333,0.14066666666666666,Round
0,0.181,0.168,0.1348333333333333,0.14066666666666666,Round
0,0.184,0.167,0.1348333333333333,0.14066666666666666,Round
0,0.218,0.208,0.1348333333333333,0.14066666666666666,Round
0,0.220,0.210,0.1348333333333333,0.14066666666666666,Round
0,0.233,0.229,0.1348333333333333,0.14066666666666666,Round
0,0.257,0.252,0.1348333333333333,0.14066666666666666,Round
0,0.284,0.285,0.1348333333333333,0.14066666666666666,Round
0,0.326,0.329,0.1348333333333333,0.14066666666666666,Round
0,0.337,0.339,0.1348333333333333,0.14066666666666666,Round
0,0.342,0.346,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.360,0.1348333333333333,0.14066666666666666,Round
0,0.353,0.355,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.361,0.1348333333333333,0.14066666666666666,Round
0,0.351,0.355,0.1348333333333333,0.14066666666666666,Round
0,0.349,0.350,0.1348333333333333,0.14066666666666666,Round
0,0.356,0.358,0.1348333333333333,0.14066666666666666,Round
0,0.367,0.373,0.1348333333333333,0.14066666666666666,Round
0,0.372,0.377,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.371,0.1348333333333333,0.14066666666666666,Round
0,0.363,0.368,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.369,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.373,0.1348333333333333,0.14066666666666666,Round
0,0.362,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.369,0.374,0.1348333333333333,0.14066666666666666,Round
0,0.373,0.380,0.1348333333333333,0.14066666666666666,Round
0,0.371,0.379,0.1348333333333333,0.14066666666666666,Round
0,0.367,0.371,0.1348333333333333,0.14066666666666666,Round
0,0.368,0.377,0.1348333333333333,0.14066666666666666,Round
0,0.367,0.371,0.1348333333333333,0.14066666666666666,Round
0,0.359,0.360,0.1348333333333333,0.14066666666666666,Round
0,0.349,0.356,0.1348333333333333,0.14066666666666666,Round
0,0.296,0.299,0.1348333333333333,0.14066666666666666,Round
0,0.198,0.186,0.1348333333333333,0.14066666666666666,Round
0,0.205,0.186,0.1348333333333333,0.14066666666666666,Round
0,0.203,0.184,0.1348333333333333,0.14066666666666666,Round
0,0.195,0.184,0.1348333333333333,0.14066666666666666,Round
0,0.199,0.182,0.1348333333333333,0.14066666666666666,Round
0,0.202,0.187,0.1348333333333333,0.14066666666666666,Round
0,0.207,0.196,0.1348333333333333,0.14066666666666666,Round
0,0.240,0.229,0.1348333333333333,0.14066666666666666,Round
0,0.254,0.251,0.1348333333333333,0.14066666666666666,Round
0,0.277,0.274,0.1348333333333333,0.14066666666666666,Round
0,0.315,0.314,0.1348333333333333,0.14066666666666666,Round
0,0.339,0.341,0.1348333333333333,0.14066666666666666,Round
0,0.355,0.362,0.1348333333333333,0.14066666666666666,Round
0,0.349,0.352,0.1348333333333333,0.14066666666666666,Round
0,0.352,0.355,0.1348333333333333,0.14066666666666666,Round
0,0.354,0.359,0.1348333333333333,0.14066666666666666,Round
0,0.364,0.370,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.366,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.362,0.1348333333333333,0.14066666666666666,Round
0,0.364,0.369,0.1348333333333333,0.14066666666666666,Round
0,0.364,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.364,0.372,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.368,0.1348333333333333,0.14066666666666666,Round
0,0.370,0.374,0.1348333333333333,0.14066666666666666,Round
0,0.362,0.367,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.363,0.1348333333333333,0.14066666666666666,Round
0,0.346,0.350,0.1348333333333333,0.14066666666666666,Round
0,0.292,0.296,0.1348333333333333,0.14066666666666666,Round
0,0.213,0.205,0.1348333333333333,0.14066666666666666,Round
0,0.206,0.191,0.1348333333333333,0.14066666666666666,Round
0,0.207,0.196,0.1348333333333333,0.14066666666666666,Round
0,0.221,0.212,0.1348333333333333,0.14066666666666666,Round
0,0.232,0.223,0.1348333333333333,0.14066666666666666,Round
0,0.234,0.226,0.1348333333333333,0.14066666666666666,Round
0,0.272,0.267,0.1348333333333333,0.14066666666666666,Round
0,0.307,0.306,0.1348333333333333,0.14066666666666666,Round
0,0.340,0.341,0.1348333333333333,0.14066666666666666,Round
0,0.343,0.347,0.1348333333333333,0.14066666666666666,Round
0,0.346,0.350,0.1348333333333333,0.14066666666666666,Round
0,0.353,0.356,0.1348333333333333,0.14066666666666666,Round
0,0.340,0.342,0.1348333333333333,0.14066666666666666,Round
0,0.346,0.348,0.1348333333333333,0.14066666666666666,Round
0,0.353,0.359,0.1348333333333333,0.14066666666666666,Round
0,0.349,0.354,0.1348333333333333,0.14066666666666666,Round
0,0.349,0.354,0.1348333333333333,0.14066666666666666,Round
0,0.361,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.352,0.356,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.375,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.368,0.1348333333333333,0.14066666666666666,Round
0,0.364,0.368,0.1348333333333333,0.14066666666666666,Round
0,0.361,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.359,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.374,0.382,0.1348333333333333,0.14066666666666666,Round
0,0.363,0.368,0.1348333333333333,0.14066666666666666,Round
0,0.357,0.362,0.1348333333333333,0.14066666666666666,Round
0,0.357,0.361,0.1348333333333333,0.14066666666666666,Round
0,0.259,0.256,0.1348333333333333,0.14066666666666666,Round
0,0.199,0.184,0.1348333333333333,0.14066666666666666,Round
0,0.200,0.186,0.1348333333333333,0.14066666666666666,Round
0,0.203,0.184,0.1348333333333333,0.14066666666666666,Round
0,0.211,0.195,0.1348333333333333,0.14066666666666666,Round
0,0.211,0.197,0.1348333333333333,0.14066666666666666,Round
0,0.230,0.222,0.1348333333333333,0.14066666666666666,Round
0,0.255,0.249,0.1348333333333333,0.14066666666666666,Round
0,0.302,0.304,0.1348333333333333,0.14066666666666666,Round
0,0.297,0.299,0.1348333333333333,0.14066666666666666,Round
0,0.332,0.333,0.1348333333333333,0.14066666666666666,Round
0,0.342,0.344,0.1348333333333333,0.14066666666666666,Round
0,0.339,0.343,0.1348333333333333,0.14066666666666666,Round
0,0.356,0.361,0.1348333333333333,0.14066666666666666,Round
0,0.353,0.357,0.1348333333333333,0.14066666666666666,Round
0,0.360,0.366,0.1348333333333333,0.14066666666666666,Round
0,0.355,0.364,0.1348333333333333,0.14066666666666666,Round
0,0.351,0.355,0.1348333333333333,0.14066666666666666,Round
0,0.363,0.371,0.1348333333333333,0.14066666666666666,Round
0,0.359,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.361,0.367,0.1348333333333333,0.14066666666666666,Round
0,0.364,0.370,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.360,0.367,0.1348333333333333,0.14066666666666666,Round
0,0.362,0.368,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.365,0.1348333333333333,0.14066666666666666,Round
0,0.371,0.345,0.1348333333333333,0.14066666666666666,Round
0,0.364,0.339,0.1348333333333333,0.14066666666666666,Round
0,0.365,0.337,0.1348333333333333,0.14066666666666666,Round
0,0.378,0.351,0.1348333333333333,0.14066666666666666,Round
0,0.360,0.336,0.1348333333333333,0.14066666666666666,Round
0,0.368,0.343,0.1348333333333333,0.14066666666666666,Round
0,0.362,0.336,0.1348333333333333,0.14066666666666666,Round
0,0.359,0.333,0.1348333333333333,0.14066666666666666,Round
0,0.356,0.331,0.1348333333333333,0.14066666666666666,Round
0,0.357,0.334,0.1348333333333333,0.14066666666666666,Round
0,0.358,0.335,0.1348333333333333,0.14066666666666666,Round
0,0.360,0.335,0.1348333333333333,0.14066666666666666,Round
0,0.352,0.332,0.1348333333333333,0.14066666666666666,Round
0,0.371,0.347,0.1348333333333333,0.14066666666666666,Round
0,0.374,0.346,0.1348333333333333,0.14066666666666666,Round
0,0.374,0.348,0.1348333333333333,0.14066666666666666,Round
0,0.376,0.352,0.1348333333333333,0.14066666666666666,Round
0,0.396,0.368,0.1348333333333333,0.14066666666666666,Round
0,0.389,0.363,0.1348333333333333,0.14066666666666666,Round
0,0.382,0.358,0.1348333333333333,0.14066666666666666,Round
0,0.377,0.356,0.1348333333333333,0.14066666666666666,Round
0,0.381,0.361,0.1348333333333333,0.14066666666666666,Round
